pair_id,case_id,dataset,split,author,judgment_member,summary_member,judgment_hash,summary_hash,judgment_characters,judgment_words,judgment_sentences,judgment_approx_tokens,summary_characters,summary_words,summary_sentences,summary_approx_tokens,compression_ratio_words,combined_approx_tokens
UK-Abs:train:uksc-2011-0265:nan,uksc-2011-0265,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2011-0265.txt,dataset/UK-Abs/train-data/summary/uksc-2011-0265.txt,a7bff124f976e15ffcc2883bb34868d8e7fbf0a832c876bc33575d07c5243736,4e1dd92dd63b79a8a0822fa4c0d1bd0ffbea079925e58bdee115780aef3df28c,36062,6203,185,8064,8365,1428,45,1856,0.2302111881347735,9920
UK-Abs:train:uksc-2011-0266:nan,uksc-2011-0266,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2011-0266.txt,dataset/UK-Abs/train-data/summary/uksc-2011-0266.txt,ba428c41febff075f626a6f2f88a6e56480b35abc845cd18b4c58f4eb9f02eef,d41d858142cd7de52be4b47f3f64db94f572a1a0c1a81aba7bc5fe722c84058b,65569,11388,346,14804,7762,1305,49,1696,0.11459430979978925,16500
UK-Abs:train:uksc-2012-0003:nan,uksc-2012-0003,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0003.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0003.txt,7b8e3c9a8fec01755e673df074eddf29917a50f25fa142807daa4b75ee427ed3,4e78a46508c79bb66393fdabf18e411d28d35fe4bc571f20d3ab2f30974d7dd2,27623,4531,151,5890,5520,891,31,1158,0.1966453321562569,7048
UK-Abs:train:uksc-2012-0006:nan,uksc-2012-0006,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0006.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0006.txt,c68e72a5a385aeb389312b6a804b2c5601227bc1835c25679898fe9139f89d52,fe0e7ed046aa900b2e7ba7d7028f304cb96a1d6a3f6c6f6c0165bef5f542af87,57720,9741,294,12663,6269,1067,37,1387,0.10953700852068576,14050
UK-Abs:train:uksc-2012-0008:nan,uksc-2012-0008,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0008.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0008.txt,4d0059232b5c5dec0405fa8885556d28b6148e7997e88e09967938bed54a93e2,6fd6903beac0d53e4889bfafb16cebd6b6cecfd0cb785a4916b67e89b5777833,64635,11147,301,14491,5279,882,29,1147,0.0791244280972459,15638
UK-Abs:train:uksc-2012-0010:nan,uksc-2012-0010,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0010.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0010.txt,407a41175a4e8a00e94c8c13b4e28e555fb791109287bee76f9364cab4cf17f0,e890cfc142ad83a135773ffacb7eb9fba9d18f735d70817926a3781ef8e5b1af,32020,5395,186,7014,6005,1008,39,1310,0.18683966635773866,8324
UK-Abs:train:uksc-2012-0014:nan,uksc-2012-0014,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0014.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0014.txt,0b6599e1907db4e05829cf1a51c4b38381b35386c29ac53cbda091f34bf468ce,886038c87576b9874b342664b4a23f0f656bc1bd6d8ed99ad6f5afb0725af454,37540,6386,194,8302,6118,1031,43,1340,0.16144691512683995,9642
UK-Abs:train:uksc-2012-0015:nan,uksc-2012-0015,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0015.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0015.txt,5ee610252c6984aff8bc4ff7bd9cdd7b9aac1d2bdb19f04ed3e5001004c79492,c76babda19ed7ce2151de3c74406fd34041a5a4a0a8883ee6dce26317a862519,51768,8660,329,11258,5422,886,38,1152,0.1023094688221709,12410
UK-Abs:train:uksc-2012-0017:nan,uksc-2012-0017,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0017.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0017.txt,0ada8c2554db1807e5507a79095239149c23944886a018d9a61c648b728c340c,afb2a73b2fc846a6c92278c554d880891c38ae99445726c63cf975dd182bd014,24867,4123,141,5360,5577,899,38,1169,0.21804511278195488,6529
UK-Abs:train:uksc-2012-0020:nan,uksc-2012-0020,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0020.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0020.txt,ed071cf78298bd37c242cbd8c8c4531af8432c57f6da78cece969135e5905436,34bce7f365ffb80f1668c0ed146f9eb1461b9400c50753c89f24f15727aea52d,64049,11197,378,14556,6540,1144,36,1487,0.10217022416718764,16043
UK-Abs:train:uksc-2012-0023:nan,uksc-2012-0023,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0023.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0023.txt,dba0eee3641916646eb15cc5d7f36f95e99bccb0bda535c5461d4aee8a00f37f,8a74a9b9689088002a5b6ee39213cd44c94852357bbdb010c49a0a1ef45a3fd4,52360,9318,299,12113,7381,1310,48,1703,0.1405881090362739,13816
UK-Abs:train:uksc-2012-0030:nan,uksc-2012-0030,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0030.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0030.txt,fc96fb9f86f42d86c5865572c457756b157b8177dabcebabe4c571d576b44745,27c839ef71a1137c6335eadb3fefd749f80fcf26426b330052655bff0624d27d,41727,6954,201,9040,6001,1006,41,1308,0.1446649410411274,10348
UK-Abs:train:uksc-2012-0033:nan,uksc-2012-0033,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0033.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0033.txt,c9767c40e50bde4e9b840f9f7ec3c4bdb47d71442662a2da996d8bacdb48b2b6,3082f1f5e4489e5c2f6154bbc8ae8825b0307ceb0f6381019340a3b846c50053,107096,18326,619,23824,6779,1184,47,1539,0.06460766124631671,25363
UK-Abs:train:uksc-2012-0034:nan,uksc-2012-0034,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0034.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0034.txt,fc50a66b722ae68e4043b6c92bc22a697a32640593af077b4353f196d9c12c8e,325f53f2420fe724c61da2a7c9f8bfbd5f4112b9d7a94b8d37b76c5341245b77,46276,7549,254,9814,7832,1286,48,1672,0.17035368923036165,11486
UK-Abs:train:uksc-2012-0038:nan,uksc-2012-0038,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0038.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0038.txt,842b216d4c3d0cb52657284cb13db04826d5b86e813328adf5f589d1700f676e,cab9ffdd4a01cbc624727d114f46460b70fc652f0aaa9a980d30bb00431b5911,44614,7467,248,9707,7103,1132,45,1472,0.15160037498325968,11179
UK-Abs:train:uksc-2012-0039:nan,uksc-2012-0039,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0039.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0039.txt,8c0ce4e12a0712a1729fdce267b2fcf1dd4d2e850eb74f0efd96cc89f80b5153,94cece9649a5aa2a8369bdb8a6079187063f2966cd834def813daf61a1fc4295,178969,30298,1004,39387,7668,1290,60,1677,0.04257706779325368,41064
UK-Abs:train:uksc-2012-0041:nan,uksc-2012-0041,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0041.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0041.txt,8f7e0390bda32492ce2d30d7d180873d1030ec4d7b1815ad85ca6d7082cef095,814ed8d032f5b9e7ce2d713c9c5dc812f748aff2b1109e517dc450c6748635f0,57583,9946,335,12930,7450,1260,49,1638,0.12668409410818418,14568
UK-Abs:train:uksc-2012-0042:nan,uksc-2012-0042,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0042.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0042.txt,d7efce8ccf6d8a2c7f91ec5cd5e6411314d2f1b727f65fff5fcc232b404ca456,557c96b2c4a1ec4c0a03bf868832a1c72f479921435ee9bd9365a841e8bc917d,49929,8590,248,11167,5817,976,29,1269,0.11362048894062864,12436
UK-Abs:train:uksc-2012-0048:nan,uksc-2012-0048,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0048.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0048.txt,f765b46a615a2b05a25d1f512f1b3480f079d4607b56daaa28341307c083871e,b158e21afd53e2209d507bd0a1756bd19fc279a0f41dae3fbb81df600833c4a1,46960,8384,284,10899,8653,1533,49,1993,0.1828482824427481,12892
UK-Abs:train:uksc-2012-0057:nan,uksc-2012-0057,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0057.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0057.txt,b5ff8a23b76cb8c64aa5eabb96484da5c894ca46c51ea622194a2727bcd7c2d6,0364b44aa8ade5875174e3a9270dfddbd2ccdb481a8263ed26a2ba1cd790e35c,69406,12224,370,15891,4882,838,28,1089,0.06855366492146597,16980
UK-Abs:train:uksc-2012-0060:nan,uksc-2012-0060,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0060.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0060.txt,cbe7e5568ff0f435d6b70e1463e37b84a41366e6115f3289fae068eb074b06f2,0b496b58f9ef4facd6270c53644669ac63339b89fc9ae427a4a51158bab8c018,52877,9053,315,11769,5414,919,33,1195,0.10151331050480504,12964
UK-Abs:train:uksc-2012-0062:nan,uksc-2012-0062,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0062.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0062.txt,533cdffdd5cd1fee26615d16c6309c847781307b90ccdf3850fd0b89be3565e6,c5de27e12a8d35edd49be76b228eac00c7072ec05b015fd9888d32cb2871cb2c,25180,4559,144,5927,6712,1202,35,1563,0.2636543101557359,7490
UK-Abs:train:uksc-2012-0065:nan,uksc-2012-0065,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0065.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0065.txt,4b492344e22e681fb1aa96fa5719a69230d58de3f282216a7fa48b061376a249,da7b92c764ec12eab90724e8d2a25d8959c7669126b0c69150e81002eb235a2d,66849,11269,392,14650,6939,1069,53,1390,0.09486201082616026,16040
UK-Abs:train:uksc-2012-0066:nan,uksc-2012-0066,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0066.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0066.txt,575f0f964bc855bfe2e2242fec00b8f475ef30c013d7874faaa5dc90a351b798,93c103d1d44393142e36695136399dfbd45689b83c25f70f54a20420f50ffef3,44874,7854,259,10210,6629,1160,47,1508,0.14769544181308888,11718
UK-Abs:train:uksc-2012-0068:nan,uksc-2012-0068,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0068.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0068.txt,3dae9086e860197276ca61c2116ec4f618b69d9017bc4145de1f37b4312cfb02,0affccb395777eddcaa0ab7024829894b5dbc4089d7940bbe314dba71f22d806,107731,18603,623,24184,6051,1020,40,1326,0.05482986615062087,25510
UK-Abs:train:uksc-2012-0069:nan,uksc-2012-0069,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0069.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0069.txt,d87102f35cee3ebb77f3fadd782eadd4350d7efcab6cdcd783bf132cd97d1ef8,f31c9fecb3eeb9dccc0ef0533def82ed8349526342c64c6fd8db0930cf197a9c,29814,5253,174,6829,4801,869,35,1130,0.1654292785075195,7959
UK-Abs:train:uksc-2012-0076:nan,uksc-2012-0076,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0076.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0076.txt,3f519c20882579599a360f8875607f50d66a34dc820deba4c08b5964eb20d4e6,c29a8ffcaf1588ac1bb270ef0da263dfc678e4bfe894d0bc7e3355bb177683dd,250422,43248,1240,56222,7784,1320,39,1716,0.030521642619311874,57938
UK-Abs:train:uksc-2012-0082:nan,uksc-2012-0082,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0082.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0082.txt,638ffe958eb87b8276c1f0a7ba35d535dfd69599d7452733d996578d8fe5b707,9cc2a950532586fc19193d895d43a3c64b8209431d68d09ae019299834b7d5d6,60608,10510,306,13663,6346,1072,39,1394,0.10199809705042816,15057
UK-Abs:train:uksc-2012-0087:nan,uksc-2012-0087,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0087.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0087.txt,9a8098e1f921840f15c920665ee9d08632a58560dc031417cc66e49a869e8690,958cbb44034b457282dd8995a4d214aeae8560ef03adf9822b0ea17c11542ae5,19165,3354,99,4360,4120,726,24,944,0.21645796064400716,5304
UK-Abs:train:uksc-2012-0088:nan,uksc-2012-0088,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0088.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0088.txt,3dae9086e860197276ca61c2116ec4f618b69d9017bc4145de1f37b4312cfb02,0affccb395777eddcaa0ab7024829894b5dbc4089d7940bbe314dba71f22d806,107731,18603,623,24184,6051,1020,40,1326,0.05482986615062087,25510
UK-Abs:train:uksc-2012-0089:nan,uksc-2012-0089,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0089.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0089.txt,5b277d96b048d1b58cbd4c0e042929b6a2963240c7b7ae7c892ab2e75c23d811,5cb62fe00f515f2ccaba61555b2e8c03122affecb84abb7c732f7ec30836544b,46357,7933,270,10313,6289,1075,34,1398,0.1355098953737552,11711
UK-Abs:train:uksc-2012-0090:nan,uksc-2012-0090,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0090.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0090.txt,5b277d96b048d1b58cbd4c0e042929b6a2963240c7b7ae7c892ab2e75c23d811,5cb62fe00f515f2ccaba61555b2e8c03122affecb84abb7c732f7ec30836544b,46357,7933,270,10313,6289,1075,34,1398,0.1355098953737552,11711
UK-Abs:train:uksc-2012-0093:nan,uksc-2012-0093,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0093.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0093.txt,ace0636926365a73d530ca0064c3c85aa53e459d165dbd83f9a60ca3de5b25e1,62fe3022ec053a62e99f22b9d9979951973ac869fb8f5b8278bc92ba1d601208,63862,10892,354,14160,5518,935,29,1216,0.08584282041865589,15376
UK-Abs:train:uksc-2012-0098:nan,uksc-2012-0098,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0098.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0098.txt,578c405b4ad42f3c3f0994e6de7f415fdc6c36fac74602932e70a2a54a4badc8,978273fc63f8b36e28682db1c8d03050ed2756b5b4e340cc2822e8315af47d27,120483,20192,749,26250,7032,1145,41,1488,0.05670562599049128,27738
UK-Abs:train:uksc-2012-0102:nan,uksc-2012-0102,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0102.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0102.txt,b41db30472dd5ce0887a8be6ae5c7cf67c0b24c46ccd4f69222352dba45d764b,96eb1026362afe183ebf2abc97dc8ba134d04aacb8e88f1ade6e17ff0e837b3c,99924,17328,575,22526,5576,956,31,1243,0.05517082179132041,23769
UK-Abs:train:uksc-2012-0105:nan,uksc-2012-0105,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0105.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0105.txt,328f4003e55be31615b62a01a9be96481f1b3a710ca504ac0b82c2b4e1766d34,c5d0332c2685504f7f93ecacb9a31918866d1def00a03945f953920b3fa8b466,74224,12647,404,16441,5878,997,40,1296,0.07883292480430142,17737
UK-Abs:train:uksc-2012-0111:nan,uksc-2012-0111,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0111.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0111.txt,d56147982c519f26a71d25de8790018568c2ded616b1d0d089d6c6b5a86bc3de,aae4d77d7a869a874ce15818fa4199e9cb53c38a3673ba4c95426814dd8837b7,58835,10240,329,13312,8774,1507,60,1959,0.14716796875,15271
UK-Abs:train:uksc-2012-0112:nan,uksc-2012-0112,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0112.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0112.txt,b87e4e8fddfff2692c57f1a9dee9124fe1af4da1f7464945bac52fd15030380a,1f38b1b0dfcddce1396ad1f2be31b3a4194de5764f7ae405d672ad77a33d05ec,31950,5553,195,7219,5950,1048,40,1362,0.1887268143345939,8581
UK-Abs:train:uksc-2012-0113:nan,uksc-2012-0113,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0113.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0113.txt,075592c6a6129126d7a1b848cfb3e38e82c5e5e37916053b172b5d6777875517,2283f67a37f2b52a1226c3a85237af93769b4b6c7b605657967e4d516004041e,174888,30683,882,39888,6718,1173,46,1525,0.0382296385620702,41413
UK-Abs:train:uksc-2012-0115:nan,uksc-2012-0115,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0115.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0115.txt,bcf94139ce995782afafdf8c83fadafe95ed32a3896da2818507db201002e11a,e6a2232d040d230ae437579f85e84432570984bf55419e0ee76a66591890462d,22985,3893,127,5061,6009,994,42,1292,0.25533007963010534,6353
UK-Abs:train:uksc-2012-0122:nan,uksc-2012-0122,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0122.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0122.txt,7ed86dcf6ec10a770fe29428bebe415395357ea68bef2ea93d1dd1374d5ee891,95644b3b3e2d9064fc34ac825060d645eee74ed50550bc16e2f02e196ee97fc4,251214,41972,1225,54564,7565,1264,36,1643,0.03011531497188602,56207
UK-Abs:train:uksc-2012-0126:nan,uksc-2012-0126,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0126.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0126.txt,d438e03629dd847c33108ce987db21e9399c8f16e63a6c234973d11e37c39946,4a597560b942a4529ed18d5649ba76346429ced924266d9d023346fbb6d879a9,30678,5128,180,6666,5779,957,31,1244,0.18662246489859594,7910
UK-Abs:train:uksc-2012-0128:nan,uksc-2012-0128,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0128.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0128.txt,4aac7012630b1b01e8a10877a4d18a511e7665725d5964cb214771dc2fbba111,50a361593a9373e56926d684ac1ee3035b38af4cd1b8ec357a358ce419fdc757,87032,15628,490,20316,5489,975,37,1268,0.06238802149987203,21584
UK-Abs:train:uksc-2012-0129:nan,uksc-2012-0129,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0129.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0129.txt,bf3733b8f3d1df1f44834054156e745add2889ea06fe2b21978e6aad834c89c1,2b8d9ccd55d402db6d2de690e7d28696afdc276dcafc0f47a2d0dcb4046b4361,38165,6473,180,8415,7012,1180,44,1534,0.18229568978835162,9949
UK-Abs:train:uksc-2012-0135:nan,uksc-2012-0135,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0135.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0135.txt,76da7d967f3d26c9aea9f48c0f11c181e4d8efb90a090b8da187d5f7dc1cbf47,f09cd82b06083ae39f7e6988735d36d205331f7527cdf315973ad91f2b4077c4,31011,5429,181,7058,6743,1167,41,1517,0.21495671394363602,8575
UK-Abs:train:uksc-2012-0136:nan,uksc-2012-0136,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0136.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0136.txt,35230af486ac1b2ce308cf1c9ea0c389ea6b9c462a388c07015509581fe0e96e,573945222971379945f70a9c6382ce666a9598a28a964bb7090c383770f54843,35435,6294,200,8182,4525,799,31,1039,0.126946298061646,9221
UK-Abs:train:uksc-2012-0142:nan,uksc-2012-0142,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0142.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0142.txt,c9767c40e50bde4e9b840f9f7ec3c4bdb47d71442662a2da996d8bacdb48b2b6,3082f1f5e4489e5c2f6154bbc8ae8825b0307ceb0f6381019340a3b846c50053,107096,18326,619,23824,6779,1184,47,1539,0.06460766124631671,25363
UK-Abs:train:uksc-2012-0149:nan,uksc-2012-0149,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0149.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0149.txt,e765acdac0fb354b67be167ac1d5e3ed1b9b358405f54d9a7ad8295d7fd45f35,425671eac9fa4ac84942ab9726ac8ddbaccbc50c81fc0566df92d316df898eed,58473,10408,357,13530,6762,1175,41,1528,0.11289392774788624,15058
UK-Abs:train:uksc-2012-0151:nan,uksc-2012-0151,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0151.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0151.txt,3ad90ea5471b631cc8f3df5253c58243adcbb7f65a602639a83556fad6db520e,234af755ea10bfe1bab7f17ab6b10417bc1632f85a8d7dea8b4b9f1fd41477e1,160852,26796,804,34835,7302,1223,42,1590,0.04564114046872667,36425
UK-Abs:train:uksc-2012-0152:nan,uksc-2012-0152,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0152.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0152.txt,e765acdac0fb354b67be167ac1d5e3ed1b9b358405f54d9a7ad8295d7fd45f35,425671eac9fa4ac84942ab9726ac8ddbaccbc50c81fc0566df92d316df898eed,58473,10408,357,13530,6762,1175,41,1528,0.11289392774788624,15058
UK-Abs:train:uksc-2012-0157:nan,uksc-2012-0157,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0157.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0157.txt,ae9dedb4e35d9ccf42c4149fa7c80258880166ee6955e93f4b7bf5723f4f2c3a,eb3bbb353965a3880bd6b01c593b15198ec63a1e8145ea271ec260de70bb58af,48761,8168,294,10618,5883,987,38,1283,0.12083741429970617,11901
UK-Abs:train:uksc-2012-0158:nan,uksc-2012-0158,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0158.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0158.txt,71bc797110a6686569d16f456591ed5090b68cd6cab89cc5ed9f36896fa954cb,d07db9ca5cc303688bf4e61f7e51ee3eb6f587d7a3b60c120af2739617322da1,58967,10123,417,13160,5154,857,34,1114,0.0846586980144226,14274
UK-Abs:train:uksc-2012-0160:nan,uksc-2012-0160,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0160.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0160.txt,3ad90ea5471b631cc8f3df5253c58243adcbb7f65a602639a83556fad6db520e,234af755ea10bfe1bab7f17ab6b10417bc1632f85a8d7dea8b4b9f1fd41477e1,160852,26796,804,34835,7302,1223,42,1590,0.04564114046872667,36425
UK-Abs:train:uksc-2012-0163:nan,uksc-2012-0163,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0163.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0163.txt,3f4b6c02c7252f8fa6cabba0425b9b7f25841a7e4c66c6504cea252b64612afd,872b47ff2e7dabfd4c62a21718b4b3780a0707aa96f910e80b2af9d3940b46e3,56585,9597,316,12476,5655,906,36,1178,0.09440450140668959,13654
UK-Abs:train:uksc-2012-0167:nan,uksc-2012-0167,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0167.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0167.txt,7affa61e52b8835590f31aa2af8a32bfd1a78b361a5dce71c1ebb102ffccc423,a2e686f6c57a2569e244e0dff5c8de1652207a48cfe80467ecb04ef1ccd607fb,207878,36045,1111,46858,7884,1286,39,1672,0.03567762519073381,48530
UK-Abs:train:uksc-2012-0175:nan,uksc-2012-0175,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0175.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0175.txt,cc5905d3168f2bb0c0e9cfbf1ad3ce0e6fc0b23d40eb46f25db15e1d993a6a7a,d38d991d72c8fbd29d6d60a04b684c2627ae8372c85d0f407f5f44f8afe9c817,50131,8446,291,10980,6706,1080,46,1404,0.1278711816244376,12384
UK-Abs:train:uksc-2012-0177:nan,uksc-2012-0177,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0177.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0177.txt,42db5aacfbd0a5cd98e2adfa4ade60aaf259ce380a8fdc2b2d80a23e9c7ea02c,21ec3a79d651bf4551468b86024aea30959a884b17c4eef5355a168a4315c02b,57476,10039,295,13051,7031,1229,41,1598,0.12242255204701663,14649
UK-Abs:train:uksc-2012-0182:nan,uksc-2012-0182,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0182.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0182.txt,dc8789c7e0d33914a20e41d132f5be7b8dec51b175182a8e4c72cf442e94eefd,d49a62f9114a696bebb1b254830aa0c9b31158c60d9d9f2134d12c8b5fcd79aa,123935,21227,699,27595,7714,1309,48,1702,0.06166674518302162,29297
UK-Abs:train:uksc-2012-0185:nan,uksc-2012-0185,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0185.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0185.txt,e71404e4beffc08bb6f02a4d821d1d1f527abd237b732736383e7464b9789dc7,b4b2aa99525acbe00ef6fea7b6b1578e697adf67e3e15069162a6b5b04c0ae4c,68701,11782,369,15317,6849,1157,39,1504,0.0982006450517739,16821
UK-Abs:train:uksc-2012-0188:nan,uksc-2012-0188,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0188.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0188.txt,877b81638c2f37f4462d8013b6cc17cd94f53e337063f6ce98751f925d949036,c84ba735f6d9cf8f5fa125205a716133923a979325d867210c3164734e09f11a,70242,12082,369,15707,5893,999,37,1299,0.08268498592948187,17006
UK-Abs:train:uksc-2012-0192:nan,uksc-2012-0192,UK-Abs,train,,dataset/UK-Abs/train-data/judgement/uksc-2012-0192.txt,dataset/UK-Abs/train-data/summary/uksc-2012-0192.txt,d036b46c2732b78f464e7e4235a04167f65fd5e64719e2229a475abd0fa00e75,51b4db8b1b0a7062081b442b87fe14ed86fbf8ef38628d220b19167ea937f072,33788,5913,196,7687,5954,1026,48,1334,0.1735159817351598,9021
